NPs,Toxicity,coresize,hydrosize,surfcharge,surfarea,Hsf,Ec,Ev,MeO,Expotime,dosage,enthalpy,ratio,e,esum,esumbyo,MW,NMetal,NOxygen,ox,viability,class,Cellline,Celltype
TiO2,0,25,228.3,-10.7,40,-9.779,-4.16,-7.49,5.77,3,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,97.78,nonToxic,SHSY5Y,Cancer
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,96.1027,nonToxic,MCF10A,Cancer
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,80.5606,nonToxic,MCF10A,Cancer
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,96.5641,nonToxic,MCF10A,Cancer
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,96.0304,nonToxic,MCF10A,Cancer
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,94.1623,nonToxic,WI38,Normal
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,75.8821,nonToxic,WI38,Normal
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,94.7795,nonToxic,WI38,Normal
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,79.0703,nonToxic,WI38,Normal
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,93.757,nonToxic,ChangLiv,Normal
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,79.0703,nonToxic,ChangLiv,Normal
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,95.6434,nonToxic,ChangLiv,Normal
TiO2,0,21,74,-9.42,57,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,94.7002,nonToxic,ChangLiv,Normal
TiO2,0,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,93.757,nonToxic,ChangLiv,Normal
TiO2,0,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,59.1287,nonToxic,ChangLiv,Normal
TiO2,0,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,95.6434,nonToxic,ChangLiv,Normal
TiO2,0,21,133,-9.42,57,-9.779,-4.16,-7.49,5.77,24,150,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,93.2046,nonToxic,ChangLiv,Normal
TiO2,0,21,327,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,93.757,nonToxic,ChangLiv,Normal
TiO2,0,21,327,-9.42,57,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,95.6434,nonToxic,ChangLiv,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90.4,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,24,1,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,91.1,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,24,5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,92.6,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,24,10,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,89.6,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,12,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,92.6,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,12,1,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,93.9,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,12,5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,92.2,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,12,10,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,92.5,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,6,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,96.2,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,6,1,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,97.3,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,6,5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,89.4,nonToxic,L02,Normal
TiO2,0,40,322.3,-25.27,50,-9.779,-4.16,-7.49,5.77,6,10,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,91.5,nonToxic,L02,Normal
TiO2,0,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,BEAS2B,Normal
TiO2,0,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,24,10,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,99.27102,nonToxic,BEAS2B,Normal
TiO2,0,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,24,30,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,BEAS2B,Normal
TiO2,0,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,24,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,96.784501,nonToxic,BEAS2B,Normal
TiO2,0,20,707,-12.1,50.4,-9.779,-4.16,-7.49,5.77,24,300,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,79.748352,nonToxic,BEAS2B,Normal
TiO2,0,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,24,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100,nonToxic,BEAS2B,Normal
TiO2,0,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,24,10,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,94.686567,nonToxic,BEAS2B,Normal
TiO2,0,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,24,30,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,91.303482,nonToxic,BEAS2B,Normal
TiO2,0,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,24,100,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,96.756218,nonToxic,BEAS2B,Normal
TiO2,0,10,1457,-11,166,-9.779,-4.16,-7.49,5.77,24,300,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,84.507462,nonToxic,BEAS2B,Normal
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,72,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,101.5761,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,72,6.25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,76.5942,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,72,12.5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,82.4275,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,72,25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,76.721,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,72,50,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,73.2971,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,12,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100.7394,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,12,6.25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,124.9775,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,12,12.5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,105.284,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,12,25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,106.9252,nonToxic,A549,Cancer
TiO2,0,35,1814,-35.5,66,-9.779,-4.16,-7.49,5.77,12,50,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,101.6231,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,72,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,101.5761,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,72,6.25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,91.4312,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,72,12.5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,89.2754,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,72,25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90.7971,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,72,50,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,81.9837,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,12,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100.9919,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,12,6.25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,119.4229,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,12,12.5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,117.4031,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,12,25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,111.7538,nonToxic,A549,Cancer
TiO2,0,30,1843,-30.8,69,-9.779,-4.16,-7.49,5.77,12,50,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,99.5401,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,72,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,101.7029,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,72,6.25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,68.4783,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,72,12.5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,57.6993,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,72,25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,51.6123,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,12,0.00001,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,100.8656,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,12,6.25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,102.3805,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,12,12.5,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,90.2615,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,12,25,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,88.1154,nonToxic,A549,Cancer
TiO2,0,125,1054,-40.8,38,-9.779,-4.16,-7.49,5.77,12,50,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,80.5095,nonToxic,A549,Cancer
TiO2,0,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,24,0.1,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,102.5502,nonToxic,SW480,Cancer
TiO2,0,33.7,303,-25.3,42.5,-9.779,-4.16,-7.49,5.77,24,1,1575.73,6.557,1.54,1.54,0.77,79.86,1,2,4,87.8069,nonToxic,SW480,Cancer
